transaction_id,amount,currency,payment_method,bank,merchant_category,hour,day_of_week,device_type,network_type,customer_age_days,previous_transactions,previous_failed_transactions,previous_attempts,transaction_velocity,is_new_device,bank_latency_ms,gateway_latency_ms,bank_success_rate,gateway_success_rate,payment_status,failure_reason
txn_00037802,3070.6,INR,CREDIT_CARD,AXIS,ENTERTAINMENT,11,6,MOBILE,4G,265,17,2,0,3,0,294,180,0.9145,0.9356,1,INSUFFICIENT_FUNDS
txn_00037803,5456.15,INR,DEBIT_CARD,SBI,ECOMMERCE,22,4,MOBILE,5G,50,3,0,0,4,0,80,136,0.8871,0.927,0,
txn_00037804,28951.73,INR,UPI,ICICI,TRAVEL,12,6,MOBILE,4G,469,38,10,1,1,0,138,227,0.9361,0.9291,0,
txn_00037805,3102.7,INR,DEBIT_CARD,SBI,UTILITIES,13,1,MOBILE,4G,538,25,4,1,3,0,515,194,0.8688,0.9643,0,
txn_00037806,989.07,INR,UPI,ICICI,ECOMMERCE,0,5,MOBILE,4G,495,32,7,0,4,0,120,40,0.9331,0.9595,0,
txn_00037807,4676.01,INR,UPI,HDFC,HEALTHCARE,18,0,MOBILE,4G,129,2,0,0,2,0,280,175,0.9448,0.9657,0,
txn_00037808,1157.1,INR,UPI,SBI,UTILITIES,13,5,MOBILE,3G,131,7,0,0,2,0,309,233,0.8811,0.9152,0,
txn_00037809,13065.49,INR,CREDIT_CARD,ICICI,EDUCATION,8,2,MOBILE,WIFI,121,13,3,0,3,1,197,285,0.9183,0.8891,0,
txn_00037810,4797.73,INR,DEBIT_CARD,ICICI,ECOMMERCE,22,2,DESKTOP,5G,424,28,1,4,6,0,169,157,0.937,0.9424,0,
txn_00037811,627.25,INR,CREDIT_CARD,AXIS,TRAVEL,19,4,MOBILE,4G,1145,85,14,0,1,0,135,113,0.909,0.9678,0,
txn_00037812,359.27,INR,NET_BANKING,HDFC,FOOD,18,0,MOBILE,4G,55,4,0,0,2,1,139,252,0.9261,0.9361,0,
txn_00037813,690.38,INR,UPI,SBI,TRAVEL,22,6,DESKTOP,5G,748,58,5,2,3,0,471,143,0.8785,0.9355,0,
txn_00037814,1210.89,INR,UPI,SBI,ENTERTAINMENT,13,1,DESKTOP,WIFI,228,14,1,0,2,1,274,209,0.8923,0.9648,0,
txn_00037815,3501.74,INR,UPI,HDFC,ECOMMERCE,18,5,DESKTOP,4G,484,39,13,0,1,1,131,57,0.9316,0.9664,0,
txn_00037816,124.68,INR,DEBIT_CARD,SBI,FOOD,10,4,MOBILE,WIFI,551,38,9,0,3,0,230,95,0.8828,0.973,1,USER_AUTHENTICATION_ERROR
txn_00037817,187.61,INR,CREDIT_CARD,ICICI,FOOD,18,3,MOBILE,WIFI,334,22,2,0,1,0,147,129,0.9268,0.9626,0,
txn_00037818,3520.57,INR,UPI,HDFC,ECOMMERCE,2,5,MOBILE,4G,311,17,1,0,1,1,892,184,0.594,0.9422,1,INSUFFICIENT_FUNDS
txn_00037819,1300.05,INR,CREDIT_CARD,ICICI,UTILITIES,9,2,MOBILE,WIFI,45,9,1,0,4,1,90,141,0.9357,0.9509,1,USER_AUTHENTICATION_ERROR
txn_00037820,969.86,INR,UPI,AXIS,ENTERTAINMENT,13,4,MOBILE,5G,57,5,1,0,2,0,196,59,0.9021,0.9628,0,
txn_00037821,2503.34,INR,UPI,ICICI,ECOMMERCE,1,0,MOBILE,4G,331,19,1,0,5,0,56,137,0.9332,0.9676,0,
txn_00037822,421.8,INR,UPI,AXIS,ENTERTAINMENT,14,6,MOBILE,WIFI,412,28,9,0,3,0,115,83,0.905,0.9764,0,
txn_00037823,4988.29,INR,UPI,HDFC,ECOMMERCE,15,1,DESKTOP,WIFI,211,15,6,0,2,0,186,192,0.944,0.9298,0,
txn_00037824,4033.1,INR,CREDIT_CARD,HDFC,ECOMMERCE,17,3,MOBILE,WIFI,429,45,5,0,3,0,469,74,0.9324,0.9495,0,
txn_00037825,640.14,INR,CREDIT_CARD,ICICI,FOOD,8,2,MOBILE,5G,385,20,0,0,3,0,150,140,0.9257,0.9759,0,
txn_00037826,1740.53,INR,UPI,SBI,TRAVEL,9,2,TABLET,5G,469,31,1,1,2,0,221,113,0.8936,0.8832,0,
txn_00037827,5618.26,INR,CREDIT_CARD,SBI,ECOMMERCE,17,2,MOBILE,5G,154,12,6,2,3,0,501,70,0.8602,0.8844,0,
txn_00037828,67779.18,INR,NET_BANKING,SBI,TRAVEL,17,6,MOBILE,4G,103,4,0,3,2,0,417,173,0.8726,0.9406,0,
txn_00037829,618.64,INR,DEBIT_CARD,AXIS,ECOMMERCE,5,1,MOBILE,5G,162,11,2,0,2,0,93,29,0.9037,0.9667,0,
txn_00037830,1186.56,INR,UPI,SBI,ECOMMERCE,15,1,MOBILE,4G,319,13,2,1,1,0,198,130,0.903,0.9684,0,
txn_00037831,349.06,INR,UPI,SBI,FOOD,19,6,DESKTOP,WIFI,366,24,6,0,2,0,242,82,0.8784,0.9553,1,INSUFFICIENT_FUNDS
txn_00037832,1398.48,INR,UPI,AXIS,UTILITIES,7,1,MOBILE,4G,257,20,1,0,2,1,192,77,0.9284,0.9362,0,
txn_00037833,127.62,INR,CREDIT_CARD,ICICI,FOOD,13,0,MOBILE,5G,475,32,1,1,3,0,208,141,0.9228,0.8817,0,
txn_00037834,10520.7,INR,UPI,AXIS,ECOMMERCE,11,3,MOBILE,5G,30,2,0,0,4,1,241,69,0.9152,0.9639,0,
txn_00037835,127.29,INR,UPI,AXIS,FOOD,21,1,MOBILE,5G,269,14,3,0,3,0,289,110,0.9089,0.9353,0,
txn_00037836,296.03,INR,UPI,HDFC,UTILITIES,9,1,MOBILE,4G,250,20,2,0,4,0,70,49,0.9263,0.9469,0,
txn_00037837,546.63,INR,UPI,HDFC,FOOD,11,5,MOBILE,WIFI,27,2,0,0,1,0,92,108,0.9563,0.9236,0,
txn_00037838,20158.41,INR,DEBIT_CARD,ICICI,EDUCATION,21,1,MOBILE,2G,151,9,1,0,1,0,446,459,0.9551,0.896,1,INSUFFICIENT_FUNDS
txn_00037839,616.38,INR,UPI,ICICI,TRAVEL,12,2,MOBILE,4G,302,17,2,0,2,0,178,138,0.9269,0.9569,0,
txn_00037840,223.25,INR,NET_BANKING,SBI,ENTERTAINMENT,15,4,MOBILE,WIFI,231,9,1,0,3,0,294,152,0.8761,0.9588,0,
txn_00037841,1845.47,INR,UPI,AXIS,TRAVEL,6,6,MOBILE,WIFI,379,23,4,0,2,1,74,170,0.9034,0.9334,0,
txn_00037842,354.2,INR,CREDIT_CARD,HDFC,FOOD,23,3,MOBILE,WIFI,253,19,0,1,3,1,190,97,0.9259,0.9338,0,
txn_00037843,312.85,INR,UPI,HDFC,ENTERTAINMENT,20,4,DESKTOP,4G,105,7,2,0,2,1,159,210,0.9412,0.9308,0,
txn_00037844,691.12,INR,DEBIT_CARD,HDFC,ECOMMERCE,17,3,MOBILE,4G,498,23,3,0,6,0,112,136,0.9406,0.9491,0,
txn_00037845,5266.52,INR,UPI,AXIS,HEALTHCARE,7,1,MOBILE,4G,123,14,2,2,2,0,199,127,0.9078,0.9544,0,
txn_00037846,9578.17,INR,UPI,HDFC,EDUCATION,7,3,TABLET,5G,326,17,2,3,2,1,96,134,0.9507,0.8833,0,
txn_00037847,1079.74,INR,CREDIT_CARD,HDFC,ECOMMERCE,15,4,MOBILE,4G,758,55,21,0,1,1,271,284,0.9353,0.9341,0,
txn_00037848,5377.91,INR,UPI,HDFC,EDUCATION,11,0,DESKTOP,3G,518,25,4,0,1,0,197,271,0.9297,0.9319,0,
txn_00037849,2587.44,INR,UPI,SBI,TRAVEL,17,1,MOBILE,5G,171,9,3,0,1,0,703,47,0.873,0.9676,0,
txn_00037850,687.18,INR,UPI,SBI,FOOD,16,5,MOBILE,WIFI,122,5,2,2,2,0,163,151,0.863,0.9349,0,
txn_00037851,692.22,INR,NET_BANKING,SBI,FOOD,20,0,MOBILE,2G,1800,117,10,0,2,0,382,543,0.88,0.9497,1,GATEWAY_TIMEOUT
txn_00037852,633.71,INR,DEBIT_CARD,HDFC,ECOMMERCE,11,1,MOBILE,4G,385,18,0,0,3,1,272,78,0.9504,0.9425,0,
txn_00037853,10998.83,INR,UPI,AXIS,HEALTHCARE,16,1,DESKTOP,4G,371,19,2,0,3,0,318,1708,0.9128,0.7551,0,
txn_00037854,521.04,INR,UPI,SBI,ENTERTAINMENT,19,0,MOBILE,4G,687,49,8,0,3,0,57,207,0.8961,0.9513,0,
txn_00037855,986.97,INR,UPI,HDFC,ECOMMERCE,14,5,MOBILE,5G,925,53,2,0,4,0,49,116,0.9386,0.947,0,
txn_00037856,1303.61,INR,CREDIT_CARD,AXIS,ECOMMERCE,20,4,MOBILE,3G,210,16,1,0,1,0,363,185,0.9236,0.9122,1,NETWORK_DROP
txn_00037857,961.37,INR,DEBIT_CARD,ICICI,ECOMMERCE,9,1,MOBILE,5G,366,29,4,0,5,0,300,73,0.926,0.9531,1,NETWORK_DROP
txn_00037858,154.85,INR,DEBIT_CARD,SBI,FOOD,19,0,MOBILE,4G,237,12,3,2,2,1,301,301,0.8787,0.9288,0,
txn_00037859,489.54,INR,UPI,HDFC,FOOD,21,4,MOBILE,3G,234,16,1,0,3,0,238,347,0.9323,0.9484,1,GATEWAY_TIMEOUT
txn_00037860,1133.2,INR,UPI,ICICI,ECOMMERCE,12,4,MOBILE,4G,229,15,3,0,2,0,403,83,0.9115,0.9311,0,
txn_00037861,4586.39,INR,UPI,AXIS,ECOMMERCE,12,4,MOBILE,5G,118,9,2,0,3,0,316,182,0.8961,0.9479,0,
txn_00037862,414.94,INR,CREDIT_CARD,ICICI,FOOD,8,5,DESKTOP,WIFI,191,11,2,0,3,0,107,126,0.9246,0.9229,0,
txn_00037863,701.25,INR,UPI,SBI,FOOD,17,6,DESKTOP,4G,215,6,2,3,4,0,220,108,0.885,0.9357,0,
txn_00037864,1868.39,INR,UPI,ICICI,ECOMMERCE,16,5,MOBILE,3G,703,65,20,0,1,0,216,444,0.9152,0.8745,0,
txn_00037865,17975.65,INR,UPI,SBI,EDUCATION,6,1,MOBILE,3G,740,56,2,0,6,1,370,415,0.8744,0.8997,0,
txn_00037866,234.47,INR,CREDIT_CARD,HDFC,FOOD,19,0,MOBILE,4G,187,9,1,0,6,0,147,95,0.9458,0.9326,0,
txn_00037867,683.52,INR,CREDIT_CARD,AXIS,UTILITIES,20,0,MOBILE,5G,42,3,0,0,3,0,181,491,0.5345,0.706,0,
txn_00037868,1144.94,INR,CREDIT_CARD,HDFC,ECOMMERCE,21,5,MOBILE,4G,237,17,2,0,2,1,315,207,0.9411,0.9242,0,
txn_00037869,107.97,INR,CREDIT_CARD,SBI,ENTERTAINMENT,15,5,MOBILE,4G,158,10,3,0,2,1,266,224,0.8628,0.8779,0,
txn_00037870,2798.74,INR,UPI,AXIS,TRAVEL,14,0,DESKTOP,3G,977,64,20,0,3,0,284,287,0.9237,0.8884,0,
txn_00037871,1554.88,INR,UPI,AXIS,TRAVEL,20,5,MOBILE,5G,534,26,1,0,3,0,345,78,0.9042,0.9509,0,
txn_00037872,379.16,INR,UPI,HDFC,ECOMMERCE,13,5,MOBILE,4G,491,38,2,2,4,1,290,142,0.9514,0.9039,0,
txn_00037873,11337.63,INR,UPI,SBI,TRAVEL,17,5,MOBILE,4G,429,33,0,0,3,0,199,73,0.8937,0.954,0,
txn_00037874,7195.05,INR,CREDIT_CARD,ICICI,TRAVEL,17,4,MOBILE,4G,471,27,3,1,3,0,172,127,0.9091,0.9564,0,
txn_00037875,598.02,INR,UPI,SBI,FOOD,12,4,MOBILE,5G,126,10,2,0,4,0,614,73,0.8956,0.8783,0,
txn_00037876,154.05,INR,CREDIT_CARD,ICICI,FOOD,8,2,MOBILE,5G,403,27,3,0,3,0,72,261,0.9335,0.891,0,
txn_00037877,942.37,INR,UPI,SBI,FOOD,4,0,MOBILE,4G,419,29,0,0,3,1,2034,78,0.6033,0.9239,1,BANK_DOWNTIME
txn_00037878,371.13,INR,UPI,HDFC,FOOD,13,0,MOBILE,4G,441,23,4,0,2,1,304,261,0.9499,0.9542,0,
txn_00037879,750.67,INR,DEBIT_CARD,SBI,ECOMMERCE,14,3,MOBILE,4G,252,16,2,0,1,1,230,82,0.8834,0.9641,1,USER_AUTHENTICATION_ERROR
txn_00037880,3566.53,INR,UPI,SBI,TRAVEL,20,1,MOBILE,4G,216,10,1,0,1,1,190,72,0.8802,0.9617,0,
txn_00037881,784.12,INR,UPI,AXIS,ECOMMERCE,13,0,MOBILE,3G,12,0,0,0,6,0,294,236,0.8987,0.9324,0,
txn_00037882,2585.95,INR,UPI,SBI,HEALTHCARE,11,3,MOBILE,5G,494,33,4,0,1,0,234,78,0.8803,0.9685,0,
txn_00037883,602.19,INR,UPI,HDFC,FOOD,14,6,MOBILE,5G,340,23,1,0,2,0,110,60,0.9239,0.9315,0,
txn_00037884,876.06,INR,UPI,HDFC,UTILITIES,10,6,MOBILE,5G,616,41,3,0,1,0,85,236,0.9397,0.8931,0,
txn_00037885,364.68,INR,UPI,ICICI,FOOD,8,5,MOBILE,4G,517,42,5,4,2,0,189,71,0.9198,0.9566,0,
txn_00037886,9759.92,INR,UPI,AXIS,ECOMMERCE,8,1,MOBILE,5G,71,7,1,0,3,1,181,179,0.9051,0.8907,0,
txn_00037887,146.39,INR,UPI,SBI,FOOD,11,5,MOBILE,5G,338,25,4,1,3,0,457,53,0.8927,0.9484,0,
txn_00037888,764.4,INR,CREDIT_CARD,HDFC,ECOMMERCE,1,4,DESKTOP,5G,408,26,3,1,1,1,273,233,0.9337,0.9516,0,
txn_00037889,157.69,INR,UPI,AXIS,FOOD,10,2,MOBILE,5G,477,33,0,0,3,0,143,207,0.9035,0.9445,0,
txn_00037890,485.94,INR,CREDIT_CARD,AXIS,FOOD,19,0,MOBILE,4G,352,26,6,0,1,0,200,162,0.9193,0.9305,0,
txn_00037891,272.66,INR,DEBIT_CARD,ICICI,FOOD,10,3,MOBILE,WIFI,402,32,8,0,4,0,294,72,0.9166,0.9534,0,
txn_00037892,161.39,INR,CREDIT_CARD,SBI,FOOD,8,4,MOBILE,5G,283,16,2,1,1,1,90,45,0.8777,0.9606,0,
txn_00037893,5789.13,INR,DEBIT_CARD,HDFC,TRAVEL,22,4,MOBILE,4G,107,4,0,0,3,0,445,104,0.9315,0.9565,0,
txn_00037894,2523.0,INR,CREDIT_CARD,HDFC,TRAVEL,17,2,DESKTOP,WIFI,236,13,1,0,1,0,119,191,0.9261,0.951,0,
txn_00037895,563.87,INR,CREDIT_CARD,SBI,ECOMMERCE,7,5,MOBILE,WIFI,591,41,4,0,2,1,333,103,0.8927,0.9466,0,
txn_00037896,7325.36,INR,UPI,ICICI,ECOMMERCE,7,4,MOBILE,4G,386,22,1,0,3,1,120,337,0.9322,0.9285,0,
txn_00037897,18917.35,INR,DEBIT_CARD,AXIS,EDUCATION,17,2,MOBILE,5G,219,21,1,1,2,0,107,104,0.9088,0.9319,0,
txn_00037898,2495.08,INR,UPI,HDFC,ECOMMERCE,15,5,MOBILE,3G,118,7,0,2,1,0,192,217,0.9183,0.9611,0,
txn_00037899,426.8,INR,DEBIT_CARD,HDFC,FOOD,7,5,MOBILE,4G,224,10,3,0,4,0,188,78,0.9193,0.9499,0,
txn_00037900,1265.65,INR,UPI,ICICI,ENTERTAINMENT,10,5,MOBILE,4G,204,12,3,0,2,1,87,142,0.9323,0.9543,0,
txn_00037901,364.14,INR,CREDIT_CARD,HDFC,FOOD,21,3,MOBILE,5G,95,3,1,3,1,0,60,124,0.9423,0.9601,0,
txn_00037902,459.18,INR,UPI,SBI,UTILITIES,16,6,MOBILE,4G,196,22,1,0,3,0,178,134,0.8685,0.9398,0,
txn_00037903,177.04,INR,CREDIT_CARD,HDFC,FOOD,13,6,MOBILE,4G,796,50,8,0,4,0,72,183,0.9379,0.9237,0,
txn_00037904,2643.64,INR,UPI,AXIS,ECOMMERCE,10,5,MOBILE,4G,367,23,3,0,1,1,262,64,0.8904,0.9772,0,
txn_00037905,179.92,INR,DEBIT_CARD,ICICI,ENTERTAINMENT,9,4,DESKTOP,5G,304,18,3,0,1,0,325,49,0.9459,0.9486,0,
txn_00037906,482.67,INR,CREDIT_CARD,HDFC,FOOD,13,5,DESKTOP,4G,262,16,1,0,7,0,405,178,0.9297,0.9317,0,
txn_00037907,526.59,INR,DEBIT_CARD,ICICI,FOOD,21,1,MOBILE,5G,150,10,1,2,3,0,312,268,0.9347,0.951,0,
txn_00037908,303.61,INR,UPI,AXIS,FOOD,7,5,MOBILE,5G,14,1,0,0,1,0,1274,138,0.5971,0.9357,1,BANK_DOWNTIME
txn_00037909,702.81,INR,UPI,HDFC,FOOD,23,3,MOBILE,5G,152,9,1,0,3,1,146,119,0.945,0.8883,0,
txn_00037910,612.61,INR,UPI,SBI,FOOD,10,6,MOBILE,4G,331,22,2,0,3,0,304,148,0.8986,0.9297,0,
txn_00037911,856.37,INR,DEBIT_CARD,HDFC,UTILITIES,13,0,MOBILE,WIFI,167,15,1,0,1,1,171,172,0.941,0.9565,0,
txn_00037912,506.03,INR,UPI,AXIS,ENTERTAINMENT,6,1,MOBILE,4G,174,12,0,3,5,1,115,122,0.9078,0.9651,0,
txn_00037913,1338.51,INR,UPI,SBI,ECOMMERCE,16,2,MOBILE,5G,557,40,7,0,3,0,535,436,0.8897,0.8876,0,
txn_00037914,5111.08,INR,CREDIT_CARD,HDFC,ECOMMERCE,14,6,MOBILE,4G,30,2,0,0,4,0,182,144,0.93,0.958,0,
txn_00037915,2485.28,INR,NET_BANKING,HDFC,ECOMMERCE,18,4,DESKTOP,4G,224,10,0,0,3,0,120,58,0.9284,0.9601,0,
txn_00037916,700.31,INR,UPI,SBI,UTILITIES,15,6,MOBILE,3G,136,12,1,0,3,0,195,287,0.875,0.9478,0,
txn_00037917,681.05,INR,UPI,SBI,ECOMMERCE,13,6,MOBILE,4G,190,5,2,1,3,0,217,128,0.899,0.9545,0,
txn_00037918,645.04,INR,UPI,SBI,FOOD,19,0,DESKTOP,5G,145,9,2,1,2,0,221,154,0.8886,0.9722,0,
txn_00037919,1265.05,INR,UPI,ICICI,TRAVEL,5,5,MOBILE,4G,83,6,1,0,2,0,248,69,0.9338,0.9651,0,
txn_00037920,186.06,INR,CREDIT_CARD,AXIS,FOOD,15,2,MOBILE,4G,550,37,6,3,3,0,158,242,0.9076,0.8887,0,
txn_00037921,398.09,INR,UPI,AXIS,ENTERTAINMENT,8,3,DESKTOP,5G,287,16,3,0,3,0,139,307,0.8998,0.9378,0,
txn_00037922,340.15,INR,UPI,SBI,ECOMMERCE,13,0,MOBILE,5G,278,20,0,4,2,1,156,265,0.8846,0.9722,0,
txn_00037923,303.56,INR,UPI,ICICI,FOOD,19,5,DESKTOP,4G,349,30,1,0,1,1,275,169,0.9212,0.9259,0,
txn_00037924,1259.59,INR,UPI,SBI,ECOMMERCE,9,5,MOBILE,5G,513,28,7,0,2,0,219,43,0.8777,0.9539,0,
txn_00037925,153.86,INR,UPI,HDFC,FOOD,21,0,MOBILE,4G,182,14,2,0,2,1,89,102,0.9218,0.937,0,
txn_00037926,1081.02,INR,UPI,SBI,FOOD,21,4,MOBILE,4G,123,12,0,0,5,0,609,137,0.8917,0.9556,0,
txn_00037927,263.11,INR,UPI,SBI,ENTERTAINMENT,13,1,TABLET,5G,549,35,5,1,3,1,472,183,0.8871,0.9308,0,
txn_00037928,194.62,INR,DEBIT_CARD,SBI,FOOD,0,6,DESKTOP,4G,104,6,0,0,2,1,463,281,0.8745,0.939,0,
txn_00037929,274.68,INR,UPI,HDFC,FOOD,19,0,TABLET,WIFI,139,10,1,0,1,1,128,110,0.9328,0.9341,1,INSUFFICIENT_FUNDS
txn_00037930,3250.13,INR,DEBIT_CARD,HDFC,TRAVEL,20,3,DESKTOP,4G,316,26,2,0,2,1,89,53,0.942,0.9698,0,
txn_00037931,1193.33,INR,CREDIT_CARD,AXIS,ECOMMERCE,9,5,MOBILE,5G,403,39,9,0,5,1,437,67,0.9128,0.9661,0,
txn_00037932,292.73,INR,UPI,AXIS,ENTERTAINMENT,21,5,DESKTOP,4G,176,13,1,0,7,0,234,111,0.9113,0.9655,0,
txn_00037933,622.58,INR,UPI,HDFC,ECOMMERCE,21,4,MOBILE,4G,998,67,2,1,3,0,93,207,0.9396,0.9565,1,USER_AUTHENTICATION_ERROR
txn_00037934,11640.62,INR,UPI,SBI,EDUCATION,14,6,MOBILE,4G,58,4,1,0,2,0,575,89,0.8716,0.9581,0,
txn_00037935,998.24,INR,UPI,SBI,ECOMMERCE,19,6,DESKTOP,4G,133,12,1,1,2,0,294,84,0.8845,0.9368,0,
txn_00037936,1081.42,INR,UPI,ICICI,ENTERTAINMENT,13,0,MOBILE,4G,176,14,4,0,2,0,36,169,0.9336,0.9236,0,
txn_00037937,188.35,INR,DEBIT_CARD,ICICI,FOOD,16,0,MOBILE,4G,661,43,2,1,4,0,119,135,0.93,0.9592,0,
txn_00037938,2463.48,INR,UPI,SBI,HEALTHCARE,11,5,MOBILE,4G,209,16,2,1,2,0,472,317,0.877,0.9393,0,
txn_00037939,458.71,INR,UPI,HDFC,FOOD,9,1,DESKTOP,5G,47,2,1,0,3,0,89,26,0.9335,0.9586,0,
txn_00037940,1331.08,INR,UPI,ICICI,TRAVEL,19,6,DESKTOP,4G,168,6,0,0,4,0,161,142,0.9237,0.9204,0,
txn_00037941,341.41,INR,UPI,ICICI,ENTERTAINMENT,0,2,MOBILE,4G,341,27,3,0,3,1,140,114,0.9351,0.975,0,
txn_00037942,3405.89,INR,UPI,ICICI,ECOMMERCE,16,1,MOBILE,4G,329,23,3,0,2,0,86,287,0.92,0.882,1,NETWORK_DROP
txn_00037943,2098.6,INR,NET_BANKING,HDFC,TRAVEL,20,2,MOBILE,4G,318,21,4,0,4,0,221,100,0.9379,0.9612,0,
txn_00037944,268.31,INR,UPI,HDFC,FOOD,10,6,MOBILE,4G,448,30,5,0,1,0,388,175,0.9481,0.9655,0,
txn_00037945,3435.89,INR,CREDIT_CARD,AXIS,HEALTHCARE,12,5,MOBILE,4G,244,19,2,0,3,0,207,580,0.9158,0.939,0,
txn_00037946,938.07,INR,DEBIT_CARD,ICICI,ECOMMERCE,16,0,MOBILE,5G,41,1,0,0,2,0,230,328,0.9301,0.8701,0,
txn_00037947,350.75,INR,CREDIT_CARD,SBI,ENTERTAINMENT,10,6,MOBILE,3G,182,16,5,0,2,0,189,315,0.8889,0.9584,0,
txn_00037948,2810.0,INR,UPI,SBI,ECOMMERCE,20,1,MOBILE,4G,634,39,8,0,4,0,626,126,0.8837,0.9686,0,
txn_00037949,578.63,INR,UPI,SBI,FOOD,12,3,MOBILE,WIFI,866,50,8,0,5,0,1191,150,0.4856,0.9613,0,
txn_00037950,32079.59,INR,UPI,HDFC,EDUCATION,16,1,DESKTOP,5G,64,7,3,0,2,1,150,47,0.9263,0.9489,0,
txn_00037951,463.81,INR,UPI,SBI,FOOD,10,2,MOBILE,4G,157,17,4,0,1,1,209,176,0.8777,0.9724,0,
txn_00037952,431.02,INR,DEBIT_CARD,AXIS,FOOD,6,0,MOBILE,5G,269,15,4,3,3,0,532,24,0.9059,0.9485,1,GATEWAY_TIMEOUT
txn_00037953,300.23,INR,UPI,HDFC,FOOD,9,4,MOBILE,5G,709,45,7,1,2,1,178,164,0.9511,0.9412,0,
txn_00037954,531.54,INR,UPI,SBI,UTILITIES,7,4,DESKTOP,5G,554,36,12,0,2,0,389,88,0.8724,0.9585,0,
txn_00037955,325.62,INR,UPI,ICICI,FOOD,14,4,MOBILE,4G,369,26,6,2,2,0,138,194,0.9344,0.9585,1,GATEWAY_TIMEOUT
txn_00037956,1115.1,INR,DEBIT_CARD,ICICI,ECOMMERCE,16,2,MOBILE,4G,388,23,2,0,2,0,170,127,0.9106,0.9621,0,
txn_00037957,2031.67,INR,UPI,SBI,TRAVEL,6,6,MOBILE,WIFI,96,10,1,0,2,1,123,97,0.8884,0.9558,0,
txn_00037958,7993.83,INR,UPI,HDFC,TRAVEL,8,4,MOBILE,4G,157,14,6,1,2,1,249,109,0.937,0.9631,0,
txn_00037959,4250.69,INR,CREDIT_CARD,ICICI,TRAVEL,14,6,MOBILE,5G,134,13,1,2,3,0,205,138,0.9251,0.9551,0,
txn_00037960,255.61,INR,UPI,ICICI,FOOD,19,5,MOBILE,WIFI,874,72,18,0,4,0,303,88,0.919,0.9547,0,
txn_00037961,12185.07,INR,UPI,SBI,TRAVEL,17,4,MOBILE,3G,390,16,2,2,2,1,423,281,0.8664,0.9179,0,
txn_00037962,407.49,INR,UPI,SBI,ENTERTAINMENT,8,6,MOBILE,4G,539,30,5,2,3,0,188,103,0.8658,0.9523,1,USER_AUTHENTICATION_ERROR
txn_00037963,612.2,INR,UPI,HDFC,FOOD,20,1,MOBILE,4G,687,50,4,0,3,0,251,163,0.9498,0.9452,0,
txn_00037964,2261.68,INR,UPI,HDFC,HEALTHCARE,21,4,MOBILE,4G,558,32,3,0,3,0,126,217,0.949,0.8871,0,
txn_00037965,1965.58,INR,DEBIT_CARD,HDFC,TRAVEL,11,5,MOBILE,4G,537,31,4,0,2,1,235,225,0.9383,0.9224,0,
txn_00037966,2856.27,INR,NET_BANKING,HDFC,TRAVEL,17,0,MOBILE,4G,165,16,2,1,1,1,259,136,0.939,0.9373,0,
txn_00037967,656.38,INR,UPI,HDFC,ECOMMERCE,14,3,MOBILE,WIFI,30,1,0,0,4,0,327,53,0.9271,0.9431,0,
txn_00037968,423.01,INR,CREDIT_CARD,ICICI,UTILITIES,21,1,MOBILE,4G,510,33,5,0,1,0,583,107,0.9338,0.9616,0,
txn_00037969,4628.92,INR,UPI,HDFC,ECOMMERCE,15,4,TABLET,4G,189,13,2,0,2,0,320,331,0.9476,0.8966,1,INSUFFICIENT_FUNDS
txn_00037970,30387.05,INR,UPI,SBI,EDUCATION,22,1,MOBILE,5G,339,27,3,0,2,1,245,94,0.8888,0.9387,0,
txn_00037971,214.68,INR,UPI,ICICI,FOOD,10,5,MOBILE,WIFI,826,75,14,0,4,0,253,128,0.9128,0.9454,1,INSUFFICIENT_FUNDS
txn_00037972,232.24,INR,CREDIT_CARD,HDFC,ECOMMERCE,12,4,MOBILE,5G,282,19,0,0,5,0,125,86,0.9429,0.9672,0,
txn_00037973,5954.87,INR,CREDIT_CARD,HDFC,EDUCATION,19,1,MOBILE,5G,1460,108,6,0,6,0,551,229,0.9544,0.9671,0,
txn_00037974,1729.78,INR,NET_BANKING,HDFC,HEALTHCARE,19,4,DESKTOP,3G,146,9,2,0,1,0,189,409,0.9396,0.6506,1,GATEWAY_TIMEOUT
txn_00037975,375.93,INR,UPI,SBI,FOOD,18,0,DESKTOP,4G,111,6,1,0,1,1,209,214,0.8773,0.8888,0,
txn_00037976,332.75,INR,DEBIT_CARD,SBI,ENTERTAINMENT,20,0,DESKTOP,5G,173,13,1,0,4,0,284,127,0.8799,0.9224,0,
txn_00037977,1464.99,INR,UPI,SBI,ECOMMERCE,18,1,MOBILE,WIFI,370,26,8,0,1,0,277,130,0.8749,0.9278,0,
txn_00037978,157.99,INR,UPI,HDFC,ECOMMERCE,17,2,MOBILE,4G,61,6,1,0,3,0,236,103,0.9388,0.9582,0,
txn_00037979,1526.69,INR,DEBIT_CARD,SBI,UTILITIES,14,1,MOBILE,5G,783,53,7,0,1,1,176,99,0.8927,0.9388,0,
txn_00037980,902.92,INR,UPI,ICICI,ECOMMERCE,14,5,DESKTOP,5G,426,32,3,1,1,1,240,105,0.9356,0.9413,0,
txn_00037981,362.45,INR,DEBIT_CARD,HDFC,ECOMMERCE,13,0,MOBILE,5G,583,42,9,0,1,1,377,63,0.9349,0.9637,1,GATEWAY_TIMEOUT
